# 
# 07/22/2024 21:31:41
# The parameters defined in the project are:
# ,P1 - C1 [degree],P2 - C2 [degree],P3 - C3 [degree],P4 - C4 [degree],P5 - W1 [degree],P6 - W2 [degree],P13 - velocity [m s^-1],P7 - fx-op [N],P8 - fy-op [N],P9 - fz-op [N],P10 - tx-op [J],P11 - ty-op [J],P12 - tz-op [J]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P3,P4,P5,P6,P13,P7,P8,P9,P10,P11,P12
DP 93,20.1,-5.1,0.1,0.1,0.1,0.1,102,3.7898422,0.78063633,36.776927,-0.21184308,-7.8932277,0.046200414
DP 94,20.1,0.1,0.1,0.1,0.1,0.1,102,3.0520797,1.1418799,36.501164,-0.40786183,-5.9466668,0.073762513
DP 95,20.1,5.1,0.1,0.1,0.1,0.1,102,2.2994186,1.0088054,36.860982,-0.33420648,-4.004323,0.11673571
DP 96,20.1,10.1,0.1,0.1,0.1,0.1,102,0.57352642,-1.2661897,37.149542,0.56355727,-2.729015,0.1425364
DP 97,20.1,15.1,0.1,0.1,0.1,0.1,102,2.0092632,0.29761902,38.028076,-0.28505441,-0.42153683,0.15036572
DP 98,20.1,20.1,0.1,0.1,0.1,0.1,102,0.60751825,-0.48080308,39.316226,-0.27536474,0.32619829,0.14467367
DP 99,2.59556992076636,-8.64159965885596,0.1,0.1,0.1,0.1,102,2.4806758,-0.86100182,34.160644,-0.14287353,-4.2801513,-0.017563658
DP 100,-10.9819619370587,0.66344710986785,0.1,0.1,0.1,0.1,102,-0.12074549,1.3995881,34.305293,-0.90337591,4.8792795,-0.046502738
DP 101,2.07745684945126,-10.6526063289533,0.1,0.1,0.1,0.1,102,4.4314601,-2.7355747,34.245902,0.75282764,-3.8450345,-0.026898738
DP 102,0.10281399134724,-4.7614798560284,0.1,0.1,0.1,0.1,102,2.4609191,-0.82009356,33.510282,-0.11813257,-1.3506381,-0.028264536
DP 103,2.19729966241209,-1.08247537915736,0.1,0.1,0.1,0.1,102,2.0045562,-1.1298649,33.42078,0.33748829,-1.0612021,0.027841264
DP 104,-1.92666681191304,-2.2776733470717,0.1,0.1,0.1,0.1,102,2.8251362,-2.5231425,33.386543,1.1385339,1.1616413,-0.022183133
DP 105,-2.9784996809133,7.88217814640113,0.1,0.1,0.1,0.1,102,1.2059593,-0.49765423,34.113786,-0.3628527,5.7017091,0.04279688
DP 106,-5.26991834678386,1.25388854270439,0.1,0.1,0.1,0.1,102,2.4597304,-2.0093749,34.067423,0.80800174,4.3471865,-0.02146548
DP 107,3.04381053172805,6.66870614437153,0.1,0.1,0.1,0.1,102,0.86968497,-2.2892246,33.411472,0.68432906,1.9059407,0.086138852
DP 108,4.55551775656392,0.0653158706820349,0.1,0.1,0.1,0.1,102,2.7859476,0.27044098,33.605416,-0.3879553,-0.92634784,0.046495776
DP 109,9.29279099224952,15.4258098754252,0.1,0.1,0.1,0.1,102,-0.4951966,-1.8588308,35.605107,0.27870934,1.4131373,0.14844921
DP 110,-11.1498376132867,-1.50136272569966,0.1,0.1,0.1,0.1,102,0.56970923,-0.74136508,34.057234,0.44086406,4.3033979,-0.0837719
DP 111,7.62348368226083,-8.92580445845427,0.1,0.1,0.1,0.1,102,2.4059841,-2.6892265,34.558148,1.0168464,-6.2861336,0.010740242
DP 112,-6.16388783006043,-8.18350098114005,0.1,0.1,0.1,0.1,102,1.4316756,-0.0092965176,34.215701,-0.46633171,-0.37086143,-0.0851253
DP 113,8.06480517787156,0.960364526685741,0.1,0.1,0.1,0.1,102,1.77257,-0.19320466,33.792883,-0.17989009,-2.207044,0.080535049
DP 114,3.99684735040723,0.956580438744862,0.1,0.1,0.1,0.1,102,1.3312062,-2.0346303,33.586768,0.85973346,-1.0963599,0.048997554
DP 115,-12.166222045017,1.85937780675285,0.1,0.1,0.1,0.1,102,0.83345672,-0.59649113,34.504145,0.41841009,6.5377599,-0.041911088
DP 116,5.63842424007036,7.27191641250357,0.1,0.1,0.1,0.1,102,1.9474218,-2.2038727,33.807341,0.81315435,1.5370676,0.10016608
DP 117,15.9308586801529,2.84674226594311,0.1,0.1,0.1,0.1,102,0.76086358,0.65227585,35.660124,-0.33392243,-4.0954524,0.10019341
DP 118,13.0389693919755,-11.2165872275144,0.1,0.1,0.1,0.1,102,3.1739406,-1.6208105,36.027239,0.50061502,-8.5632508,0.032650139
DP 119,-3.72974413313477,-2.31078120599181,0.1,0.1,0.1,0.1,102,2.0521503,-0.95762069,33.204392,0.35873055,1.4308443,-0.018768599
DP 120,3.15781668142742,12.3025109429788,0.1,0.1,0.1,0.1,102,0.43524156,-1.3399942,34.20072,-0.00039279015,3.747703,0.080459457
DP 121,-6.13493500395458,12.5163683781591,0.1,0.1,0.1,0.1,102,-0.22162868,-1.7850606,34.824326,0.35001045,7.8315378,0.008918628
DP 122,3.54229742407649,2.95256292161163,0.1,0.1,0.1,0.1,102,2.4520097,-1.9133772,33.419312,0.67059754,0.9557738,0.060551244
DP 123,5.77833201359901,-16.121356514201,0.1,0.1,0.1,0.1,102,2.7370464,-2.5225484,36.034994,0.6339164,-7.805833,-0.0068990899
DP 124,10.3647749926703,4.17678358953024,0.1,0.1,0.1,0.1,102,2.8354847,0.65708052,34.26878,-0.60289583,-1.3234201,0.11035087
DP 125,-6.94765880628069,3.20831853752163,0.1,0.1,0.1,0.1,102,0.56628499,0.011652682,33.864698,-0.23074366,4.9028802,-0.024468249
DP 126,-8.75809387037998,8.64257971146193,0.1,0.1,0.1,0.1,102,1.0028284,-1.6165349,35.029519,0.44108939,8.2067259,0.0061493382
DP 127,2.35280444273012,11.0182310300043,0.1,0.1,0.1,0.1,102,1.633956,-1.7917133,34.274992,0.085238912,4.3634339,0.082858764
DP 128,4.52256332649528,2.92972025891533,0.1,0.1,0.1,0.1,102,3.0579356,0.34304053,33.909658,-0.54107099,0.82537298,0.067800701
DP 129,8.97812451078522,0.00328189568826787,0.1,0.1,0.1,0.1,102,2.2728788,0.51772335,34.235448,-0.42432163,-3.0039425,0.07528187
DP 130,11.5279153053384,-0.431860997352956,0.1,0.1,0.1,0.1,102,2.2273439,0.68134866,34.163277,-0.44683871,-4.3293867,0.072659707
DP 131,-5.30465863998238,-13.9743195736051,0.1,0.1,0.1,0.1,102,0.65835457,-2.47762,35.363806,0.7383527,-2.6561463,-0.11801833
DP 132,-2.21876174983005,-3.27003371706697,0.1,0.1,0.1,0.1,102,2.9826256,-0.26084537,33.794111,-0.12787246,0.88623942,-0.033844675
DP 133,-3.0750608624442,-4.80163140251242,0.1,0.1,0.1,0.1,102,1.8879011,0.48288486,33.934561,-0.83168035,0.076247742,-0.050887953
DP 134,-10.7259090261631,5.37388501198011,0.1,0.1,0.1,0.1,102,0.67240942,-0.23670497,34.780108,0.079899107,7.4010779,-0.040451103
DP 135,-5.31340704390064,-11.2649301533392,0.1,0.1,0.1,0.1,102,1.0519474,-1.5349649,34.494035,0.10838259,-2.1348727,-0.085027994
DP 136,13.9871731659957,6.42025625101829,0.1,0.1,0.1,0.1,102,3.6733658,-1.8362126,35.039363,1.0223764,-0.94089161,0.1258425
DP 137,13.300000073525,-7.16977981529242,0.1,0.1,0.1,0.1,102,2.8846359,-0.76033333,35.19266,0.22413424,-7.3059603,0.031712217
DP 138,-0.966551032965867,3.35953517083901,0.1,0.1,0.1,0.1,102,2.1409057,-2.904819,33.736055,1.1415019,3.0979155,0.035419524
DP 139,-4.91468045602705,4.76415931694756,0.1,0.1,0.1,0.1,102,0.8942716,-0.27566515,33.734306,-0.26001856,4.9590907,-0.0042867014
DP 140,5.55433030105498,-11.7846690954073,0.1,0.1,0.1,0.1,102,4.7005741,-3.0179124,34.425497,1.0908317,-5.193552,-0.0097271411
DP 141,0.359426344401761,-0.228536341026775,0.1,0.1,0.1,0.1,102,1.3499245,-0.43556418,33.466751,-0.15691123,-0.078517914,0.011572545
DP 142,7.93683179556646,-0.166961303771743,0.1,0.1,0.1,0.1,102,2.1450352,-0.58078175,33.950453,0.0197968,-2.8980665,0.064284065
DP 143,4.68945878550061,-11.1067109699636,0.1,0.1,0.1,0.1,102,2.7759546,-1.9285944,34.424742,0.3196111,-5.9009351,-0.019270821
DP 144,10.1819543624852,-8.3575197976486,0.1,0.1,0.1,0.1,102,2.2014913,-0.87912005,34.946544,0.20498503,-7.5065279,0.025350207
DP 145,5.44480548100842,3.08121447672659,0.1,0.1,0.1,0.1,102,3.1670796,-0.91496921,33.644545,-0.026022654,0.56560694,0.075050039
DP 146,9.72864289589684,2.46862939182911,0.1,0.1,0.1,0.1,102,1.5078222,1.0121414,34.170243,-0.57432204,-2.6857058,0.094883206
DP 147,1.00348485954828,-2.75007485346556,0.1,0.1,0.1,0.1,102,3.0430497,-2.0901526,33.396723,0.64410489,-0.55270438,0.0020180604
DP 148,8.29757761577513,6.67928146677889,0.1,0.1,0.1,0.1,102,0.60915772,-2.0129359,34.107579,0.83444724,-0.54451114,0.10822803
DP 149,16.1402826907576,-16.8670172073494,0.1,0.1,0.1,0.1,102,3.5555932,-1.1329527,38.037545,0.10810443,-10.439094,0.014394965
DP 150,6.67825194699454,4.61901128737071,0.1,0.1,0.1,0.1,102,3.1751203,-2.6284412,33.929553,1.1600539,0.68689713,0.08663881
DP 151,-9.05894146607549,-12.0229164446108,0.1,0.1,0.1,0.1,102,2.8735591,-0.0042883442,35.129952,-0.57318034,0.23435727,-0.12463678
DP 152,-4.1480163732923,-0.717490903873973,0.1,0.1,0.1,0.1,102,2.5658494,-1.392994,33.619341,0.27812365,2.7071218,-0.030750925
DP 153,3.61856153462505,4.02707367878282,0.1,0.1,0.1,0.1,102,2.1347424,-1.3871905,33.593452,0.48460795,1.0245945,0.06704038
DP 154,-2.9051813970072,-11.1347443432993,0.1,0.1,0.1,0.1,102,2.8137767,-2.9812725,33.98699,0.79726285,-2.3351117,-0.068565198
DP 155,5.00390053950757,18.7680300862865,0.1,0.1,0.1,0.1,102,1.3671713,-3.4595067,36.518195,0.95438698,4.8081632,0.12994922
DP 156,-0.439801023983083,7.64659358053745,0.1,0.1,0.1,0.1,102,1.4901948,-2.1822217,33.858372,0.57936487,4.3057627,0.068318829
DP 157,-1.75436907644796,15.0490390178837,0.1,0.1,0.1,0.1,102,0.13383944,-2.0179761,35.191374,0.11591715,6.6093288,0.073253791
DP 158,1.98574077663298,16.83678201962,0.1,0.1,0.1,0.1,102,1.1693604,-3.8650193,36.038662,1.2689128,5.8165861,0.10290544
DP 159,12.3981850428798,-7.72927637480794,0.1,0.1,0.1,0.1,102,4.1397938,-1.2073673,34.74456,0.4598035,-6.8108005,0.022827342
DP 160,5.08533864473268,-9.65629978154428,0.1,0.1,0.1,0.1,102,3.1905984,-2.5245072,33.846041,0.93412218,-5.1838794,-0.017104396
DP 161,14.5577326982051,-11.0668761350748,0.1,0.1,0.1,0.1,102,3.5322881,-0.15889871,36.335503,-0.28379488,-9.0118524,0.024173456
DP 162,-4.96876928129739,9.97496278117164,0.1,0.1,0.1,0.1,102,-0.30143781,-0.16610837,34.537174,-0.49841841,6.6838726,0.031505355
DP 163,-5.50908475185342,7.41308494608939,0.1,0.1,0.1,0.1,102,0.53735788,-0.3371435,34.041963,-0.19396203,5.749768,0.0010027653
DP 164,15.6121280856604,-5.45708043908414,0.1,0.1,0.1,0.1,102,3.0630344,0.37951645,35.746924,-0.27867865,-6.7781843,0.047989854
DP 165,-5.95632557697847,0.570658704591512,0.1,0.1,0.1,0.1,102,1.1379178,-2.5375672,33.551798,1.0835862,3.4111123,-0.015151817
DP 166,-18.0038851424994,1.80076460202934,0.1,0.1,0.1,0.1,102,-0.35213913,0.7969242,35.76281,-0.21945902,7.1109303,-0.0530431
DP 167,-3.85367344779844,-15.1220700193034,0.1,0.1,0.1,0.1,102,0.6132074,-1.6482878,35.640031,-0.036273253,-3.6346259,-0.093243616
DP 168,-1.25885264839053,-0.562503898174736,0.1,0.1,0.1,0.1,102,2.1072671,-0.68604161,33.359107,-0.01346203,1.3924155,-0.00040375841
DP 169,-2.47266551030617,7.84590075789052,0.1,0.1,0.1,0.1,102,1.4500983,-1.7856148,34.195424,0.31219101,5.45028,0.035462895
DP 170,-6.59129956324883,-13.042060573709,0.1,0.1,0.1,0.1,102,2.830816,-0.85275105,34.579314,-0.16441742,-0.7457649,-0.087951978
DP 171,13.7204899551341,-5.40941251688845,0.1,0.1,0.1,0.1,102,2.0718206,-0.23598748,35.5569,0.080676422,-7.1627682,0.046833619
DP 172,3.84099783356822,0.0241482195811322,0.1,0.1,0.1,0.1,102,3.5773718,-0.60224129,33.707938,0.031878807,-0.067022718,0.044581778
DP 173,8.47943220003151,2.0108654957974,0.1,0.1,0.1,0.1,102,3.8834501,-1.3876158,34.087204,0.53417647,-0.96192405,0.089367138
DP 174,2.13507499920603,11.7838391403669,0.1,0.1,0.1,0.1,102,1.2511029,-2.748836,34.424843,0.81206008,4.5267697,0.098973106
DP 175,6.21172641439559,-2.65693588568979,0.1,0.1,0.1,0.1,102,3.1232331,-0.56103074,33.59399,-0.056537022,-2.9489456,0.028651376
DP 176,13.4797692983728,0.00359258850748034,0.1,0.1,0.1,0.1,102,1.822092,1.3958768,34.961571,-0.83212956,-4.5270124,0.098637645
DP 177,2.74957566609839,1.86734090960341,0.1,0.1,0.1,0.1,102,3.0300789,-2.0484386,33.523712,0.63816703,0.91371264,0.049344857
DP 178,6.8883924972074,-5.49709877544943,0.1,0.1,0.1,0.1,102,2.517227,-2.0424044,33.880898,0.70563079,-4.8236936,0.024827854
DP 179,-0.280925904610822,-3.22731988728216,0.1,0.1,0.1,0.1,102,3.4483553,-1.9227711,33.510899,0.59491716,0.11655644,-0.0072433518
DP 180,-8.35494545729858,8.6817671377887,0.1,0.1,0.1,0.1,102,0.51455648,-1.1290224,34.729801,0.15835767,7.9305128,-0.005481759
DP 181,8.42460814679389,2.21748099884895,0.1,0.1,0.1,0.1,102,2.4666073,-0.72024017,33.818692,0.17953206,-1.7244018,0.082926799
DP 182,-3.14577538078058,-1.17681180613869,0.1,0.1,0.1,0.1,102,1.365899,-1.5307312,33.345325,0.55149809,1.3636243,-0.015210174
DP 183,-6.94665224740929,3.78388887617284,0.1,0.1,0.1,0.1,102,0.57827582,0.45235852,34.000789,-0.48594661,5.2403371,-0.017384977
DP 184,9.60419078464278,-8.57220014997219,0.1,0.1,0.1,0.1,102,3.2692012,-0.42381496,34.559925,-0.056066525,-6.2360071,0.029019738
DP 185,4.38926163326709,-6.76665166554174,0.1,0.1,0.1,0.1,102,4.2791572,-3.1846226,33.953648,1.0770194,-3.1225993,0.014387846
